"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","year","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","individualCount","occurrenceRemarks","recordedBy","month","day","preparationType","identifiedBy","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","county","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","typeStatus","previousCatalogNumber","sex"
"65","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581123","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581123; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581125","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581125; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581124","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581124; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581121","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581121; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 682510","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","rangeli","Anopheles rangeli","Galabadon","1947","South America","Colombia","Meta Department","Villavicencio","-76.125","8.456389","1","ENT number 682510; lot count 1",NA,"05","23","slide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 682511","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","rangeli","Anopheles rangeli","Galabadon","1947","South America","Colombia","Meta Department","Villavicencio","-76.125","8.456389","1","ENT number 682511; lot count 1",NA,"05","14","slide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 682512","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","rangeli","Anopheles rangeli","Galabadon","1947","South America","Colombia","Meta Department","Villavicencio","-76.125","8.456389","1","ENT number 682512; lot count 1",NA,"05","23","slide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 682469","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","Neiva & Pinto","1947","South America","Colombia","Meta Department","Villavicencio","-76.125","8.456389","1","ENT number 682469; lot count 1",NA,"05","22","slide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 682468","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","Neiva & Pinto","1947","South America","Colombia","Meta Department","Villavicencio","-76.125","8.456389","1","ENT number 682468; lot count 1",NA,"05","22","slide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2017-03-08 15:24:40-03","KU","KU-SEMC","982349","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albimanus section","Anopheles albimanus section",NA,"2011","Neotropical","Peru","Madre de Dios","CICRA Field Station","-70.101","-12.5694",NA,NA,"Radocy, T","06","08","Pinned - 1","Pecor, Jim","2011","225.0","295.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2017-03-08 15:25:05-03","KU","KU-SEMC","982559","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albimanus section","Anopheles albimanus section",NA,"2011","Neotropical","Peru","Madre de Dios","CICRA Field Station","-70.101","-12.5694",NA,NA,"Radocy, T","06","11","Pinned - 1","Pecor, Jim","2011","225.0","295.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2017-03-08 15:25:44-03","KU","KU-SEMC","982568","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albimanus section","Anopheles albimanus section",NA,"2011","Neotropical","Peru","Madre de Dios","CICRA Field Station","-70.101","-12.5694",NA,NA,"Radocy, T","06","11","Pinned - 1","Pecor, Jim","2011","225.0","295.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2017-03-08 15:27:31-03","KU","KU-SEMC","982593","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","argyritarsis section","Anopheles argyritarsis section",NA,"2011","Neotropical","Peru","Madre de Dios","CICRA Field Station","-70.101","-12.5694",NA,NA,"Radocy, T","06","11","Pinned - 1","Radocy, T","2011","225.0","295.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4862","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","2015","América do Sul","Brasil","Acre","Fazenda Dois Irmãos - FIF (Fish Farm)","-72.760556","-7.550278","1",NA,"Martins, L.M.O. e Barbosa, M.O.","03","27",NA,"Silva-do-Nascimento, T.F.","2017",NA,NA,"11","Cruzeiro do Sul","72W 45' 38","7S 33' 01",NA,NA,NA,NA,NA,NA
"79","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4516","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","2014","América do Sul","Brasil","Acre","Instituto Federal do Acre - IFAC","-72.741667","-7.578333","1",NA,"Martins, L.M.O.","02","17",NA,"Silva-do-Nascimento, T.F.","2017",NA,NA,"11","Cruzeiro do Sul","72W 44' 30","7S 34' 42",NA,NA,NA,NA,NA,NA
"80","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4853","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","2014","América do Sul","Brasil","Acre","Fazenda Dois Irmãos - FIF (Fish Farm)","-72.760556","-7.550278","1",NA,"Martins, L.M.O. e Barbosa, M.O.","05","22",NA,"Silva-do-Nascimento, T.F.","2017",NA,NA,"11","Cruzeiro do Sul","72W 45' 38","7S 33' 01",NA,NA,NA,NA,NA,NA
"81","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4819","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","2014","América do Sul","Brasil","Acre","Fazenda Dois Irmãos - FIF (Fish Farm)","-72.760556","-7.550278","1",NA,"Martins, L.M.O. e Barbosa, M.O.","12","22",NA,"Silva-do-Nascimento, T.F.","2017",NA,NA,"11","Cruzeiro do Sul","72W 45' 38","7S 33' 01",NA,NA,NA,NA,NA,NA
"82","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4859","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","2015","América do Sul","Brasil","Acre","Fazenda Dois Irmãos - FIF (Fish Farm)","-72.760556","-7.550278","1",NA,"Martins, L.M.O. e Barbosa, M.O.","03","27",NA,"Silva-do-Nascimento, T.F.","2017",NA,NA,"11","Cruzeiro do Sul","72W 45' 38","7S 33' 01",NA,NA,NA,NA,NA,NA
"83","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4756","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","2014","América do Sul","Brasil","Acre","Instituto Federal do Acre - IFAC","-72.741667","-7.578333","1",NA,"Martins, L.M.O. e Barbosa, M.O.","12","16",NA,"Silva-do-Nascimento, T.F.","2017",NA,NA,"11","Cruzeiro do Sul","72W 44' 30","7S 34' 42",NA,NA,NA,NA,NA,NA
"84","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4670","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","2014","América do Sul","Brasil","Acre","Fazenda Dois Irmãos - FIF","-72.760556","-7.550278","1",NA,"Martins, L.M.O. e Barbosa, M.O.","05","21",NA,"Silva-do-Nascimento, T.F.","2017",NA,NA,"11","Cruzeiro do Sul","72W 45' 38","7S 33' 01",NA,NA,NA,NA,NA,NA
"85","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4863","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","2015","América do Sul","Brasil","Acre","Fazenda Dois Irmãos - FIF (Fish Farm)","-72.760556","-7.550278","1",NA,"Martins, L.M.O. e Barbosa, M.O.","03","27",NA,"Silva-do-Nascimento, T.F.","2017",NA,NA,"11","Cruzeiro do Sul","72W 45' 38","7S 33' 01",NA,NA,NA,NA,NA,NA
"86","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4823","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","2014","América do Sul","Brasil","Acre","Fazenda Dois Irmãos - FIF (Fish Farm)","-72.760556","-7.550278","1",NA,"Martins, L.M.O. e Barbosa, M.O.","12","22",NA,"Silva-do-Nascimento, T.F.","2017",NA,NA,"11","Cruzeiro do Sul","72W 45' 38","7S 33' 01",NA,NA,NA,NA,NA,NA
"87","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4860","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","2015","América do Sul","Brasil","Acre","Fazenda Dois Irmãos - FIF (Fish Farm)","-72.760556","-7.550278","1",NA,"Martins, L.M.O. e Barbosa, M.O.","03","27",NA,"Silva-do-Nascimento, T.F.","2017",NA,NA,"11","Cruzeiro do Sul","72W 45' 38","7S 33' 01",NA,NA,NA,NA,NA,NA
"88","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4820","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","2014","América do Sul","Brasil","Acre","Fazenda Dois Irmãos - FIF (Fish Farm)","-72.760556","-7.550278","1",NA,"Martins, L.M.O. e Barbosa, M.O.","12","22",NA,"Silva-do-Nascimento, T.F.","2017",NA,NA,"11","Cruzeiro do Sul","72W 45' 38","7S 33' 01",NA,NA,NA,NA,NA,NA
"89","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4822","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","2014","América do Sul","Brasil","Acre","Fazenda Dois Irmãos - FIF (Fish Farm)","-72.760556","-7.550278","1",NA,"Martins, L.M.O. e Barbosa, M.O.","12","22",NA,"Silva-do-Nascimento, T.F.","2017",NA,NA,"11","Cruzeiro do Sul","72W 45' 38","7S 33' 01",NA,NA,NA,NA,NA,NA
"90","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4677","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","2014","América do Sul","Brasil","Acre","Instituto Federal do Acre - IFAC","-72.741667","-7.578333","1",NA,"Martins, L.M.O. e Barbosa, M.O.","12","16",NA,"Silva-do-Nascimento, T.F.","2017",NA,NA,"11","Cruzeiro do Sul","72W 44' 30","7S 34' 42",NA,NA,NA,NA,NA,NA
"91","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4855","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","2014","América do Sul","Brasil","Acre","Fazenda Dois Irmãos - FIF (Fish Farm)","-72.760556","-7.550278","1",NA,"Martins, L.M.O. e Barbosa, M.O.","05","22",NA,"Silva-do-Nascimento, T.F.","2017",NA,NA,"11","Cruzeiro do Sul","72W 45' 38","7S 33' 01",NA,NA,NA,NA,NA,NA
"92","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4857","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","2015","América do Sul","Brasil","Acre","Fazenda Dois Irmãos - FIF (Fish Farm)","-72.760556","-7.550278","1",NA,"Martins, L.M.O. e Barbosa, M.O.","03","27",NA,"Silva-do-Nascimento, T.F.","2017",NA,NA,"11","Cruzeiro do Sul","72W 45' 38","7S 33' 01",NA,NA,NA,NA,NA,NA
"93","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4861","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","2015","América do Sul","Brasil","Acre","Fazenda Dois Irmãos - FIF (Fish Farm)","-72.760556","-7.550278","1",NA,"Martins, L.M.O. e Barbosa, M.O.","03","27",NA,"Silva-do-Nascimento, T.F.","2017",NA,NA,"11","Cruzeiro do Sul","72W 45' 38","7S 33' 01",NA,NA,NA,NA,NA,NA
"94","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4825","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","2014","América do Sul","Brasil","Acre","Fazenda Dois Irmãos - FIF (Fish Farm)","-72.760556","-7.550278","1",NA,"Martins, L.M.O. e Barbosa, M.O.","12","22",NA,"Silva-do-Nascimento, T.F.","2017",NA,NA,"11","Cruzeiro do Sul","72W 45' 38","7S 33' 01",NA,NA,NA,NA,NA,NA
"95","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4826","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","2014","América do Sul","Brasil","Acre","Fazenda Dois Irmãos - FIF (Fish Farm)","-72.760556","-7.550278","1",NA,"Martins, L.M.O. e Barbosa, M.O.","12","22",NA,"Silva-do-Nascimento, T.F.","2017",NA,NA,"11","Cruzeiro do Sul","72W 45' 38","7S 33' 01",NA,NA,NA,NA,NA,NA
"96","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4817","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","2014","América do Sul","Brasil","Acre","Fazenda Dois Irmãos - FIF (Fish Farm)","-72.760556","-7.550278","1",NA,"Martins, L.M.O. e Barbosa, M.O.","12","22",NA,"Silva-do-Nascimento, T.F.","2017",NA,NA,"11","Cruzeiro do Sul","72W 45' 38","7S 33' 01",NA,NA,NA,NA,NA,NA
"97","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4854","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","2014","América do Sul","Brasil","Acre","Fazenda Dois Irmãos - FIF (Fish Farm)","-72.760556","-7.550278","1",NA,"Martins, L.M.O. e Barbosa, M.O.","05","22",NA,"Silva-do-Nascimento, T.F.","2017",NA,NA,"11","Cruzeiro do Sul","72W 45' 38","7S 33' 01",NA,NA,NA,NA,NA,NA
"98","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4824","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","2014","América do Sul","Brasil","Acre","Fazenda Dois Irmãos - FIF (Fish Farm)","-72.760556","-7.550278","1",NA,"Martins, L.M.O. e Barbosa, M.O.","12","22",NA,"Silva-do-Nascimento, T.F.","2017",NA,NA,"11","Cruzeiro do Sul","72W 45' 38","7S 33' 01",NA,NA,NA,NA,NA,NA
"99","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4818","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","2014","América do Sul","Brasil","Acre","Fazenda Dois Irmãos - FIF (Fish Farm)","-72.760556","-7.550278","1",NA,"Martins, L.M.O. e Barbosa, M.O.","12","22",NA,"Silva-do-Nascimento, T.F.","2017",NA,NA,"11","Cruzeiro do Sul","72W 45' 38","7S 33' 01",NA,NA,NA,NA,NA,NA
"100","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4685","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","2014","América do Sul","Brasil","Acre","Instituto Federal do Acre - IFAC","-72.741667","-7.578333","1",NA,"Martins, L.M.O. e Barbosa, M.O.","12","16",NA,"Silva-do-Nascimento, T.F.","2017",NA,NA,"11","Cruzeiro do Sul","72W 44' 30","7S 34' 42",NA,NA,NA,NA,NA,NA
"101","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4821","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","2014","América do Sul","Brasil","Acre","Fazenda Dois Irmãos - FIF (Fish Farm)","-72.760556","-7.550278","1",NA,"Martins, L.M.O. e Barbosa, M.O.","12","22",NA,"Silva-do-Nascimento, T.F.","2017",NA,NA,"11","Cruzeiro do Sul","72W 45' 38","7S 33' 01",NA,NA,NA,NA,NA,NA
"102","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4671","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","2014","América do Sul","Brasil","Acre","Fazenda Dois Irmãos - FIF","-72.760556","-7.550278","1",NA,"Martins, L.M.O. e Barbosa, M.O.","05","22",NA,"Silva-do-Nascimento, T.F.","2017",NA,NA,"11","Cruzeiro do Sul","72W 45' 38","7S 33' 01",NA,NA,NA,NA,NA,NA
"103","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4858","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","2015","América do Sul","Brasil","Acre","Fazenda Dois Irmãos - FIF (Fish Farm)","-72.760556","-7.550278","1",NA,"Martins, L.M.O. e Barbosa, M.O.","03","27",NA,"Silva-do-Nascimento, T.F.","2017",NA,NA,"11","Cruzeiro do Sul","72W 45' 38","7S 33' 01",NA,NA,NA,NA,NA,NA
"104","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4746","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","2014","América do Sul","Brasil","Acre","Instituto Federal do Acre - IFAC","-72.741667","-7.578333","1",NA,"Martins, L.M.O. e Barbosa, M.O.","12","16",NA,"Silva-do-Nascimento, T.F.","2017",NA,NA,"11","Cruzeiro do Sul","72W 44' 30","7S 34' 42",NA,NA,NA,NA,NA,NA
"105","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4750","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","2014","América do Sul","Brasil","Acre","Instituto Federal do Acre - IFAC","-72.741667","-7.578333","1",NA,"Martins, L.M.O. e Barbosa, M.O.","12","16",NA,"Silva-do-Nascimento, T.F.","2017",NA,NA,"11","Cruzeiro do Sul","72W 44' 30","7S 34' 42",NA,NA,NA,NA,NA,NA
"106","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4864","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","2015","América do Sul","Brasil","Acre","Fazenda Dois Irmãos - FIF (Fish Farm)","-72.760556","-7.550278","1",NA,"Martins, L.M.O. e Barbosa, M.O.","03","27",NA,"Silva-do-Nascimento, T.F.","2017",NA,NA,"11","Cruzeiro do Sul","72W 45' 38","7S 33' 01",NA,NA,NA,NA,NA,NA
"107","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","4400","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis s.l.","Anopheles albitarsis s.l.","Lynch Arribálzaga, 1878","2017","América do Sul","Brasil","Amapá","UNIFAP - Universidade Federal do Amapá","-51.0663986206055","-0.366667002439499","1",NA,"da-Silva-Xavier, A.","07","10",NA,"da-Silva-Xavier, A.","2017",NA,NA,"07","Macapá",NA,NA,"26","225229","auto",NA,NA,NA
"108","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","1526","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878",NA,"América do Sul","Brasil","Amazonas","Fazenda Nossa Senhora de Fátima, Estrada do Aeroporto","-64.7114028930664","-3.35417008399963","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tefé",NA,NA,NA,"340205","auto",NA,NA,NA
"109","2022-09-01 17:39:45-03","Fiocruz","FIOCRUZ-CCULI","1507","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albitarsis","Anopheles albitarsis","Lynch Arribálzaga, 1878","1994","América do Sul","Brasil","Amazonas","Fazenda Nossa Senhora de Fátima, Estrada do Aeroporto","-64.7114028930664","-3.35417008399963","1",NA,"Lourenço-de-Oliveira, R.","08","04",NA,"Silva-do-Nascimento, T.F.","2016",NA,NA,"06","Tefé",NA,NA,"17","340205","auto",NA,NA,NA
